DateCount,Filter100um1,Filter100um2,Filter10um1,Filter10um2,Filter20um1,Filter20um2,Filter20um3,Filter20umPercDiff,FilterRinse,HClAdded,JarID,LarvaeCountsNotes,NumPhotos,NumSWR,Objective,PercentAbnormal,PersonFilterCount,PersonPhotos,PhotoNotes,PresenceJunk,PresenceZopl,SWRAbnormal,SWRCountTotal,SWRD,SWRFacingAway,SWRFacingAwayAbnormal,SWRRound,SWRStored,SWRTotal,SWRType,SWRUnsure,Total1mL,TotalLarvae,OrigTotalLarvae
20190215,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J244_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190215,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J245_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190215,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J246_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190215,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J247_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190215,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J248_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J248_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190215,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J249_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190215,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J250_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J250_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190220,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J251_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190220,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J252_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J252_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190220,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J253_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190220,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J254_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190220,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J255_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J255_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190220,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J256_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190220,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J257_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J257_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190220,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J258_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190221,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J259_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J259_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190221,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J260_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190221,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J261_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190221,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J262_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190221,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J263_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190830,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J263_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190221,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J264_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190221,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J265_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190403,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J265_B3,NA,31,1,20X,0.252336449,NA,Ffion,NA,TRUE,FALSE,27,NA,80,NA,NA,NA,NA,107,glass,NA,NA,NA,NA
20190221,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J266_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190404,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J266_B3,NA,30,1,20X,0.656716418,NA,Ffion,NA,TRUE,FALSE,88,NA,46,NA,NA,NA,NA,134,glass,NA,NA,NA,NA
20190221,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J267_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190328,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J267_B2,NA,30,1,20X,0.017110266,NA,Ffion,NA,TRUE,FALSE,9,NA,517,NA,NA,NA,NA,526,glass,NA,NA,NA,NA
20190221,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J268_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190830,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J268_B2,NA,11,2,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190222,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J269_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190222,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J270_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190830,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J270_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190404,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J270_B3,NA,30,1,20X,0.204081633,NA,Ffion,NA,TRUE,FALSE,30,NA,117,NA,NA,NA,NA,147,glass,NA,NA,NA,NA
20190225,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J271_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190404,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J271_B3,NA,30,1,20X,0.701754386,NA,Ffion,NA,TRUE,FALSE,80,NA,34,NA,NA,NA,NA,114,glass,NA,NA,NA,NA
20190225,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J272_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190830,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J272_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190225,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J273_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190830,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J273_B2,NA,16,1,20X,NA,NA,Ffion,what's the deal w/ larvae e.g. #16?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190226,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J274_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190226,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J275_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190226,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J276_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190226,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J277_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190226,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J278_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190830,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J278_B2,NA,16,1,20X,NA,NA,Ffion,plankton moult (#6),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190226,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J279_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190226,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J280_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190830,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J280_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190227,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J281_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190227,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J282_B1,NA,29,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190830,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J282_B2,NA,15,1,20X,NA,NA,Ffion,sample used for pH tracking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190227,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J283_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190830,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J283_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190227,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J284_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190227,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J285_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190227,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J286_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190328,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J286_B2,NA,30,1,20X,0.0625,NA,Ffion,NA,TRUE,FALSE,7,NA,105,NA,NA,NA,NA,112,glass,NA,NA,NA,NA
20180719,NA,NA,NA,NA,NA,NA,NA,0,DI,TRUE,J288_B1,NA,20,NA,10X,NA,NA,Brett?,NA,NA,NA,NA,FALSE,NA,0,0,NA,DI,NA,plastic,0,0,NA,0
20190328,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J288_B2,NA,36,1,20X,0.743801653,NA,Ffion,NA,TRUE,TRUE,90,NA,31,NA,NA,NA,NA,121,glass,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
